id_news,title,date
47524293.0,"Con gol en los descuentos, los Delfines igualaron con Santa Cruz",2021-09-06
47526683.0,Puerto Montt derrota a Rangers y queda a un punto de los líderes,2021-10-05
47529104.0,La quinta Feria del Libro será de forma presencial y online,2021-10-28
47525961.0,Ruidos molestos se toman los fines de semana en los barrios,2021-08-25
47530354.0,Puertogol va por los puntos y buscará el cupo para clasificar a la liguilla,2021-11-13
47522428.0,Esta semana esperan acelerar la vacunación con dosis de refuerzo en Puerto Montt,2021-08-16
22390130.0,Presentan el nuevo muelle para costanera de Puerto Montt,2021-10-06
22332911.0,Presentan nuevo muelle para la costanera de Puerto Montt,2021-10-06
47525232.0,Funcionarios del Hospital de Campaña salieron a la calle para defender sus puestos laborales,2021-09-22
21889887.0,Temporales Teatrales de Puerto Montt será en diciembre y convocatoria se cierra en un mes,2021-08-01
47525536.0,Corte prohíbe ingreso de conchillas a Cal Austral,2021-09-08
47523976.0,Mantienen prisión para imputado por homicidio,2021-08-25
21936496.0,Atlético sigue invicto luego de triunfo ante CEB Puerto Montt de visita,2021-11-23
21469903.0,Así quedaría el teleférico de Puerto Montt,2021-10-04
21474109.0,Ya es una realidad: Electrocorredor unirá importantes sectores de Puerto Montt en buses con calefacción y Wifi,2021-08-19
21390599.0,Encuentran fallecido a Chofer al interior de su camión en Servicentro de la Carretera,2021-07-31
21386378.0,Fundación Puerto Montt Adelante entrega juguetes para niños y niñas de Isla Tenglo.,2021-12-24
21888141.0,Pese a movilizaciones Hospital de Puerto Montt resguarda atención de pacientes,2021-10-01
21939825.0,"Cámara de Comercio, Industria y Turismo de Puerto Montt critica restricciones para arribo de extranjeros a Chile",2021-09-17
21887685.0,Inauguran en Puerto Montt el primer Centro de Diálisis y Cuidados de Salud Renal del sur de Chile,2021-09-03
21887422.0,Municipio de Puerto Montt inició marcha blanca para controlar comercio ambulante,2021-12-16
47522659.0,Futuro electrocorredor demanda,2021-08-19
21888221.0,6 personas lesionadas dejó accidente de tránsito en la ruta Alerce Puerto Montt,2021-09-14
21887694.0,Dep. Puerto Montt apelará a fallo y dice que deuda con municipio es de $39 millones,2021-09-01
21912311.0,Corte de Apelaciones de Puerto Montt suspendió de sus funciones a Notario de Castro,2021-10-12
21888159.0,Minibús volcó en Ruta 5 entre Puerto Montt y Puerto Varas: una mujer quedó lesionada,2021-11-22
21476548.0,Condenan a hombre que abusó sexualmente de su propia hija en Puerto Varas,2021-08-29
21476913.0,Hallan cuerpo de hombre al interior de un hotel en Puerto Varas,2021-07-10
21473845.0,Incendio consume 2 casas y una bodega en Puerto Montt,2021-09-19
21381706.0,Condenan por violación a hombre que habría abusado a mujer de 28 años,2021-09-03
47519192.0,Comercio se ilusiona con recorte del toque de queda en la Región de Los Lagos,2021-07-19
47519802.0,Informe de Salud revela aumento de un 41% de los casos activos en Puerto Montt,2021-07-26
47526615.0,"Hinchas protagonizaron ""banderazo"" en la previa al partido ante Rangers",2021-10-04
21384472.0,Usuarios de Hospital de Puerto Montt cuentan con tótem de carga para celulares gracias a Saesa,2021-12-30
21380232.0,Municipio inició marcha blanca para controlar comercio callejero,2021-12-16
21912274.0,Incautación de 600 kilos de merluza deja operativo de la Armada al sur del Golfo de Ancud,2021-10-14
22332054.0,Tres casas afectadas y cinco damnificados por incendio en Puerto Montt,2021-09-18
47522427.0,Bomberos de Puerto Montt auxilian a un joven que fue apuñalado en el oído izquierdo,2021-08-16
21442091.0,¿Buscando pega? Feria laboral ofrecerá más de 1.000 empleos en la región de Los Lagos,2021-11-02
21470306.0,Sujeto propinó un hachazo a su vecino por “ruidos molestos”,2021-08-23
21474185.0,Detienen a imputado por homicidio frustrado en Calbuco: víctima quedó en riesgo vital,2021-08-08
21476052.0,"Por primera vez en 18 meses, no hay casos nuevos de coronavirus en Puerto Montt",2021-09-29
